,node1,node2,link
224,2894,9000,1
225,1173,9666,1
226,4174,5797,1
227,1751,4370,1
228,3712,6186,1
229,3153,4767,1
230,3469,7462,1
231,4741,8942,1
232,848,9955,1
233,5362,6425,1
234,7030,9051,1
235,7513,8121,1
236,4539,9760,1
237,5300,5634,1
238,934,9210,1
239,2375,8417,1
240,2160,3536,1
241,2984,9084,1
242,2281,5061,1
243,7452,9503,1
244,1805,9295,1
245,4143,9780,1
246,1923,4344,1
247,5495,9780,1
248,4638,8301,1
249,5606,7598,1
250,2231,8417,1
251,3851,9006,1
252,7825,9981,1
253,3922,5348,1
254,4786,9008,1
255,860,6793,1
256,4569,5953,1
257,2909,9041,1
258,5652,6084,1
259,5323,8449,1
260,3502,9025,1
261,1767,2431,1
262,2742,9212,1
263,3797,4445,1
264,7027,8896,1
265,2193,5629,1
266,4088,8778,1
267,2118,9395,1
268,4174,7603,1
269,3285,5629,1
270,4399,8357,1
271,5188,7542,1
272,4607,7442,1
273,5161,5629,1
274,8431,9346,1
275,4388,8635,1
276,6165,6627,1
277,2152,2450,1
278,3647,3874,1
279,7252,8507,1
280,974,6259,1
281,4087,5323,1
282,6507,8507,1
283,8515,9547,1
284,2431,9677,1
285,603,6843,1
286,3218,8834,1
287,7837,8054,1
288,1461,8317,1
289,6827,9812,1
290,5812,9008,1
291,5497,8318,1
292,4067,9051,1
293,3858,8365,1
294,7499,8136,1
295,6239,9295,1
296,1717,3922,1
297,7195,8357,1
298,73,4841,1
299,7958,9037,1
300,2078,7783,1
301,553,1723,1
302,3000,5315,1
303,4174,6872,1
304,4253,4661,1
305,3889,7233,1
306,2556,9839,1
307,2728,3491,1
308,3153,7976,1
309,1343,9182,1
310,2378,4844,1
311,1483,2684,1
312,494,6862,1
313,6025,7006,1
314,1164,7462,1
315,241,1532,1
316,6261,9415,1
317,5973,8365,1
318,746,1032,1
319,2461,9075,1
320,52,5496,1
321,4569,7513,1
322,1483,5061,1
323,2970,8225,1
324,3424,5124,1
325,2110,3978,1
326,8190,9358,1
327,1923,7228,1
328,3567,5300,1
329,3002,8909,1
330,3588,7027,1
331,2626,6630,1
332,4210,7738,1
333,3160,6229,1
334,8357,9572,1
335,5629,6173,1
336,937,6850,1
337,5130,9777,1
338,8529,9395,1
339,2139,3153,1
340,4085,8054,1
341,73,5872,1
342,5302,6746,1
343,73,5933,1
344,1443,6221,1
345,3128,8580,1
346,2078,5392,1
347,2888,7941,1
348,6796,9051,1
349,4398,5737,1
350,9049,9893,1
351,1923,5573,1
352,5748,8036,1
353,2603,3032,1
354,7852,8635,1
355,1032,8037,1
356,2158,5584,1
357,2328,7897,1
358,3106,5629,1
359,6229,9075,1
360,1095,5536,1
361,94,5323,1
362,848,5061,1
363,1021,9127,1
364,930,6165,1
365,1853,1936,1
366,7284,9707,1
367,1282,6957,1
368,2276,9098,1
369,360,2425,1
370,5323,7865,1
371,4482,8172,1
372,2054,6711,1
373,3712,6005,1
374,179,3565,1
375,6574,6940,1
376,1611,3549,1
377,1706,1853,1
378,5318,9210,1
379,7317,8585,1
380,1030,7414,1
381,1085,2055,1
382,2001,2078,1
383,974,1393,1
384,1089,9803,1
385,4757,8097,1
386,5694,7491,1
387,1445,8691,1
388,2458,9780,1
389,1593,6763,1
390,6156,6575,1
391,4210,7203,1
392,1924,4698,1
393,2702,8318,1
394,2078,4572,1
395,3761,7241,1
396,3093,3352,1
397,6631,8702,1
398,3059,7976,1
399,24,3712,1
400,7708,8823,1
401,6952,8507,1
402,3306,9553,1
403,6229,9315,1
404,4712,5061,1
405,754,9395,1
406,2054,3194,1
407,5812,6631,1
408,3789,4333,1
409,1511,8357,1
410,7507,9195,1
411,7027,8050,1
412,440,1085,1
413,1762,7027,1
414,3678,7543,1
415,3816,6086,1
416,7035,7799,1
417,5300,7003,1
418,2442,2669,1
419,5982,6186,1
420,2421,4966,1
421,3701,7267,1
422,1894,4593,1
423,2375,3370,1
424,2635,4333,1
425,7516,8561,1
426,3637,7971,1
427,2387,6790,1
428,3712,8263,1
429,1238,7104,1
430,2243,4430,1
431,973,6212,1
432,960,7213,1
433,5973,6218,1
434,1213,3789,1
435,73,3620,1
436,3685,7654,1
437,7958,9803,1
438,898,1089,1
439,2556,4757,1
440,1486,7276,1
441,4005,5044,1
442,7090,8820,1
443,596,4302,1
444,1987,6083,1
445,2561,2872,1
446,3994,7507,1
447,2431,4362,1
448,7027,7486,1
449,4311,5513,1
450,508,7528,1
451,1853,8529,1
452,7589,9051,1
453,1164,6677,1
454,1272,4343,1
455,7027,9035,1
456,119,7339,1
457,5744,8054,1
458,1925,4853,1
459,2078,6902,1
460,5964,6631,1
461,2475,5017,1
462,2300,2573,1
463,5813,6711,1
464,73,6064,1
465,1731,4001,1
466,107,5953,1
467,3911,6940,1
468,9633,9852,1
469,2431,7044,1
470,7428,9044,1
471,3756,5315,1
472,3491,7518,1
473,2653,9633,1
474,4579,6600,1
475,3200,8757,1
476,6025,7291,1
477,3712,9434,1
478,736,6005,1
479,3251,8772,1
480,2706,3084,1
481,2901,4032,1
482,6173,7013,1
483,2300,2653,1
484,735,4174,1
485,6625,7195,1
486,7027,8448,1
487,5673,8229,1
488,491,1095,1
489,3698,7598,1
490,159,298,1
491,1990,9051,1
492,3961,6083,1
493,1340,3401,1
494,2610,4275,1
495,8721,9051,1
496,219,5009,1
497,1095,6631,1
498,848,7598,1
499,4189,7027,1
500,7837,8753,1
501,902,7027,1
502,2864,5673,1
503,8692,9858,1
504,1783,7105,1
505,159,8903,1
506,5629,5965,1
507,4350,4929,1
508,679,1924,1
509,6298,9051,1
510,1979,9532,1
511,1923,7863,1
512,7449,8356,1
513,3537,5366,1
514,8836,8933,1
515,9705,9921,1
516,1770,8770,1
517,8549,9051,1
518,73,6452,1
519,5836,9958,1
520,2349,9395,1
521,4108,6629,1
522,3851,6230,1
523,9051,9206,1
524,6940,9593,1
525,4202,4860,1
526,6921,8465,1
527,1951,2806,1
528,5506,5538,1
529,378,6486,1
530,1735,6631,1
531,1461,7721,1
532,7027,8720,1
533,5044,6981,1
534,5680,6631,1
535,5866,9848,1
536,1851,7146,1
537,3039,7810,1
538,913,1640,1
539,6709,7075,1
540,2309,6094,1
541,538,1030,1
542,3297,3961,1
543,451,3990,1
544,5629,8571,1
545,3161,5002,1
546,7237,7721,1
547,4174,7835,1
548,1691,4757,1
549,7261,8416,1
550,38,5506,1
551,8326,9913,1
552,1114,9780,1
553,383,3887,1
554,974,8351,1
555,159,6183,1
556,710,6218,1
557,5074,9053,1
558,4674,7123,1
559,2284,6117,1
560,5629,7126,1
561,2915,4210,1
562,5161,8088,1
563,3873,7976,1
564,3950,6218,1
565,440,5725,1
566,3712,9075,1
567,3938,7805,1
568,3712,8969,1
569,1295,7249,1
570,2347,8843,1
571,2263,6486,1
572,144,2281,1
573,1241,4157,1
574,5158,6064,1
575,337,4393,1
576,1295,7710,1
577,4235,9553,1
578,6712,6763,1
579,2635,6854,1
580,4236,7181,1
581,2611,8951,1
582,4638,5848,1
583,2458,9051,1
584,4174,9766,1
585,314,4275,1
586,6631,8515,1
587,3676,5622,1
588,1979,5737,1
589,3639,8580,1
590,2898,6742,1
591,7562,8000,1
592,6344,8085,1
593,3797,4528,1
594,5896,7562,1
595,3288,6261,1
596,1877,7195,1
597,2672,4210,1
598,2281,4658,1
599,4067,6083,1
600,164,5751,1
601,7181,7269,1
602,751,3131,1
603,2314,2607,1
604,2435,7442,1
605,3712,7292,1
606,2118,3922,1
607,119,2410,1
608,9049,9240,1
609,929,3534,1
610,3749,5547,1
611,3160,3712,1
612,956,3200,1
613,592,5465,1
614,3546,8611,1
615,2182,2431,1
616,7357,9352,1
617,3837,9074,1
618,1501,2078,1
619,972,7462,1
620,1990,5427,1
621,4734,5362,1
622,7825,7837,1
623,6289,9395,1
624,3288,9766,1
625,746,7211,1
626,5984,9633,1
627,5063,5419,1
628,5629,7825,1
629,73,8128,1
630,7292,9666,1
631,7104,8023,1
632,4376,9239,1
633,3860,5142,1
634,4884,9368,1
635,1767,9812,1
636,5629,6359,1
637,2780,7947,1
638,2456,4184,1
639,651,9051,1
640,3153,7825,1
641,3625,8274,1
642,1173,1877,1
643,1979,5573,1
644,2281,3508,1
645,3922,8157,1
646,4411,6592,1
647,1282,7339,1
648,1032,9434,1
649,182,7195,1
650,494,7810,1
651,8933,9891,1
652,1672,3153,1
653,308,5896,1
654,2907,2995,1
655,493,9008,1
656,1295,3271,1
657,7128,9395,1
658,893,2589,1
659,6128,8989,1
660,2905,6084,1
661,5907,7847,1
662,3335,6843,1
663,4189,4235,1
664,73,9769,1
665,3153,7810,1
666,3416,6165,1
667,3352,7899,1
668,946,1164,1
669,3445,7027,1
670,7491,9834,1
671,2667,4793,1
672,2078,3865,1
673,8351,9051,1
674,8458,9087,1
675,2028,5323,1
676,2167,8327,1
677,4513,7825,1
678,5362,6389,1
679,2475,7976,1
680,1630,4154,1
681,36,9051,1
682,2176,6183,1
683,3466,8357,1
684,6639,7027,1
685,2420,3122,1
686,3375,6751,1
687,4838,7469,1
688,6498,8357,1
689,2516,8635,1
690,1075,2025,1
691,1089,7307,1
692,814,5859,1
693,7177,9006,1
694,4242,9780,1
695,4494,5070,1
696,2397,5800,1
697,5069,6940,1
698,3839,7598,1
699,2078,4683,1
700,3502,4174,1
701,2690,9132,1
702,3546,6486,1
703,4866,7508,1
704,3596,6303,1
705,5626,6751,1
706,2054,7317,1
707,3887,5149,1
708,2635,3904,1
709,1228,1525,1
710,3451,4174,1
711,2761,9039,1
712,297,3597,1
713,8274,9395,1
714,5085,6289,1
715,7195,7832,1
716,2597,8000,1
717,1737,6301,1
718,3006,9539,1
719,1317,6696,1
720,6177,9051,1
721,8569,9022,1
722,3064,5309,1
723,1482,3297,1
724,661,4468,1
725,2255,9245,1
726,963,6189,1
727,6836,8364,1
728,2442,2907,1
729,2700,6631,1
730,7027,9248,1
731,899,1841,1
732,6631,8804,1
733,2907,9201,1
734,6073,8784,1
735,2431,8831,1
736,308,2285,1
737,2431,5547,1
738,2078,3801,1
739,6902,6907,1
740,6631,7138,1
741,3397,3625,1
742,4855,6645,1
743,1913,4324,1
744,8345,8729,1
745,494,631,1
746,2134,9412,1
747,1853,6957,1
748,2803,3602,1
749,3625,8580,1
750,2500,5629,1
751,751,1032,1
752,2803,4956,1
753,450,6980,1
754,73,9501,1
755,2483,5990,1
756,3378,5765,1
757,3036,7123,1
758,4892,8617,1
759,9491,9532,1
760,73,2590,1
761,2883,3031,1
762,2805,8862,1
763,5210,7508,1
764,1205,9645,1
765,75,4757,1
766,83,5629,1
767,3510,3607,1
768,2498,7825,1
769,73,6327,1
770,4411,7079,1
771,2219,3153,1
772,1730,7027,1
773,2352,4841,1
774,5629,9622,1
775,1309,4370,1
776,3030,8357,1
777,4206,6790,1
778,4101,9239,1
779,358,4076,1
780,4757,5586,1
781,1923,9039,1
782,949,2847,1
783,363,7714,1
784,560,2078,1
785,8055,9587,1
786,326,5072,1
787,6301,6825,1
788,2704,6301,1
789,494,5903,1
790,2035,4185,1
791,1092,8336,1
792,3625,5536,1
793,2904,9633,1
794,1566,7195,1
795,5017,7006,1
796,4447,7351,1
797,5162,7027,1
798,2431,9889,1
799,73,2835,1
800,6498,8576,1
801,311,925,1
802,6301,9025,1
803,4021,9780,1
804,4333,7499,1
805,4741,9409,1
806,7003,7825,1
807,493,1621,1
808,3922,5533,1
809,7622,7956,1
810,6464,7600,1
811,5838,7491,1
812,1617,2078,1
813,2672,8635,1
814,1607,3592,1
815,2690,6954,1
816,2078,4934,1
817,4539,7267,1
818,1349,7491,1
819,2896,5742,1
820,452,1821,1
821,7740,9981,1
822,7075,7798,1
823,5874,6052,1
824,2638,7177,1
825,8753,9384,1
826,621,1501,1
827,2551,5629,1
828,1876,5634,1
829,4393,6117,1
830,1418,7513,1
831,2984,5274,1
832,1689,2558,1
833,1032,5752,1
834,6569,9611,1
835,893,2275,1
836,6108,9144,1
837,3712,5743,1
838,2357,4847,1
839,5366,8440,1
840,197,7105,1
841,2512,9087,1
842,2930,4426,1
843,1164,4001,1
844,4319,6452,1
845,2635,4769,1
846,88,2080,1
847,3874,6388,1
848,2912,3522,1
849,1206,8141,1
850,7389,8515,1
851,8177,9015,1
852,5431,5629,1
853,6645,8260,1
854,2751,9395,1
855,6751,8360,1
856,4174,7778,1
857,3007,7027,1
858,6645,7435,1
859,2834,7270,1
860,9472,9666,1
861,5502,9907,1
862,94,8136,1
863,4975,5748,1
864,7339,8775,1
865,467,5629,1
866,1286,3961,1
867,1295,6326,1
868,2078,8329,1
869,2431,3890,1
870,2167,4578,1
871,1125,8163,1
872,2155,8507,1
873,2281,2856,1
874,4130,4989,1
875,5786,7027,1
876,3961,6149,1
877,974,9434,1
878,6436,7027,1
879,360,4094,1
880,974,5080,1
881,2907,3042,1
882,308,4417,1
883,2840,3712,1
884,4539,9240,1
885,3724,6302,1
886,2054,7203,1
887,4370,8515,1
888,401,2442,1
889,3744,6470,1
890,3508,7738,1
891,9051,9539,1
892,2979,3712,1
893,8097,8933,1
894,5300,6872,1
895,3918,8252,1
896,7710,9447,1
897,4158,4993,1
898,1295,5730,1
899,2504,9553,1
900,2861,5300,1
901,3187,8172,1
902,2872,4847,1
903,981,9008,1
904,3712,5775,1
905,7562,8275,1
906,3868,8635,1
907,7027,8945,1
908,727,3712,1
909,7600,9051,1
910,910,7503,1
911,1095,6604,1
912,2979,7128,1
913,6041,8036,1
914,1526,8231,1
915,1525,8292,1
916,5497,7027,1
917,983,6006,1
918,3370,5954,1
919,6870,8054,1
920,5361,7562,1
921,1407,7553,1
922,4797,5264,1
923,988,3977,1
924,5799,7027,1
925,3712,6107,1
926,7798,8547,1
927,4032,6935,1
928,3922,5536,1
929,2883,4744,1
930,3603,9373,1
931,2078,5817,1
932,1526,6705,1
933,1723,6264,1
934,3491,5175,1
935,3914,5260,1
936,5430,6413,1
937,3753,8609,1
938,1655,7750,1
939,1126,3016,1
940,1397,5917,1
941,974,4619,1
942,264,6189,1
943,3874,4945,1
944,2078,2090,1
945,6134,6165,1
946,1212,6739,1
947,14,7825,1
948,3086,4937,1
949,2653,9862,1
950,4174,8375,1
951,2282,8927,1
952,2078,7749,1
953,3153,5841,1
954,2176,5933,1
955,2176,7960,1
956,3886,7074,1
957,5629,7455,1
958,3922,9907,1
959,1785,7437,1
960,7292,9049,1
961,1154,3887,1
962,2178,9051,1
963,73,6786,1
964,2491,5737,1
965,3031,4565,1
966,3059,6229,1
967,2252,4419,1
968,9051,9839,1
969,3491,4091,1
970,5235,7969,1
971,3187,5061,1
972,2816,9051,1
973,4963,5497,1
974,494,6872,1
975,3637,3747,1
976,2078,2483,1
977,4193,4698,1
978,540,2420,1
979,73,4679,1
980,904,2635,1
981,73,3649,1
982,2937,5921,1
983,3712,7740,1
984,3491,5183,1
985,2451,7442,1
986,2425,8061,1
987,2096,3510,1
988,3118,5836,1
989,2431,4035,1
990,848,5744,1
991,8927,9051,1
992,4847,9744,1
993,144,2925,1
994,78,7195,1
995,3483,7195,1
996,3851,7006,1
997,905,2281,1
998,509,9051,1
999,3637,3994,1
1000,7177,7237,1
1001,1783,3045,1
1002,5647,9129,1
1003,166,1632,1
1004,1331,8958,1
1005,2774,6301,1
1006,6334,7825,1
1007,1459,2319,1
1008,4578,5270,1
1009,1030,5547,1
1010,2635,7567,1
1011,3165,9051,1
1012,6850,8814,1
1013,2281,9747,1
1014,2669,9814,1
1015,6631,7671,1
1016,5615,9051,1
1017,3789,8753,1
1018,285,5300,1
1019,557,7133,1
1020,6344,7374,1
1021,3757,4202,1
1022,5315,7446,1
1023,981,8753,1
1024,3712,9248,1
1025,5503,6229,1
1026,3922,4618,1
1027,1949,2056,1
1028,5526,6154,1
1029,230,4756,1
1030,4850,9547,1
1031,1607,1990,1
1032,432,2836,1
1033,571,9888,1
1034,1164,9875,1
1035,3712,5570,1
1036,3700,7958,1
1037,1095,7979,1
1038,4405,9891,1
1039,2431,2702,1
1040,1023,9023,1
1041,2035,9039,1
1042,5562,7442,1
1043,7991,9553,1
1044,618,1164,1
1045,8489,8814,1
1046,1656,7562,1
1047,3205,5506,1
1048,6498,9499,1
1049,3059,7625,1
1050,395,1282,1
1051,3788,7050,1
1052,1080,7195,1
1053,2078,6793,1
1054,7394,7781,1
1055,2303,7354,1
1056,3801,9051,1
1057,159,7195,1
1058,4212,5584,1
1059,7825,9239,1
1060,6424,8174,1
1061,1144,3712,1
1062,73,2544,1
1063,4411,8551,1
1064,2684,7684,1
1065,8020,9086,1
1066,8081,9902,1
1067,7292,9051,1
1068,6486,7710,1
1069,1130,4565,1
1070,73,4734,1
1071,4494,9015,1
1072,2755,9936,1
1073,5109,7567,1
1074,7780,8925,1
1075,2804,3712,1
1076,1358,3363,1
1077,823,2410,1
1078,2078,8322,1
1079,3252,5506,1
1080,1876,5895,1
1081,1780,3228,1
1082,6984,7775,1
1083,2397,6015,1
1084,4883,9395,1
1085,2184,3546,1
1086,3929,6790,1
1087,4578,6186,1
1088,4128,4370,1
1089,2281,9051,1
1090,113,2521,1
1091,8611,9008,1
1092,5910,9799,1
1093,3712,6033,1
1094,2704,7555,1
1095,953,6469,1
1096,295,4128,1
1097,9036,9955,1
1098,937,1017,1
1099,8753,9404,1
1100,2907,9639,1
1101,2125,4128,1
1102,571,4256,1
1103,5761,9771,1
1104,3922,5395,1
1105,2504,3351,1
1106,1486,6541,1
1107,545,8420,1
1108,5323,6827,1
1109,3414,3712,1
1110,4761,6790,1
1111,8356,9352,1
1112,2447,7513,1
1113,709,5631,1
1114,4128,6053,1
1115,1852,2425,1
1116,2347,4134,1
1117,1767,6455,1
1118,2938,7177,1
1119,7027,9425,1
1120,2561,9780,1
1121,1676,3665,1
1122,1483,3942,1
1123,2558,5629,1
1124,1443,7195,1
1125,7027,8549,1
1126,2045,3308,1
1127,4333,5107,1
1128,7771,8093,1
1129,4333,7777,1
1130,1464,2561,1
1131,4030,6326,1
1132,239,6850,1
1133,2317,8458,1
1134,647,5197,1
1135,73,8960,1
1136,1951,8416,1
1137,1965,2328,1
1138,6149,7166,1
1139,321,2078,1
1140,6386,8288,1
1141,1085,5790,1
1142,6057,6714,1
1143,6797,9572,1
1144,6631,8465,1
1145,2177,4772,1
1146,5061,7339,1
1147,1686,5506,1
1148,8390,8635,1
1149,2714,9051,1
1150,368,6261,1
1151,2516,3226,1
1152,7297,9633,1
1153,4780,5051,1
1154,6280,7328,1
1155,2201,3508,1
1156,3153,7233,1
1157,6647,9705,1
1158,1085,6134,1
1159,1841,7938,1
1160,6205,6705,1
1161,3922,9159,1
1162,3288,3940,1
1163,2078,7286,1
1164,1490,7847,1
1165,6763,8635,1
1166,1030,4001,1
1167,332,5310,1
1168,3990,4974,1
1169,6479,6608,1
1170,5629,9278,1
1171,7460,7553,1
1172,1751,9006,1
1173,6797,7878,1
1174,3823,6760,1
1175,2556,7486,1
1176,10,1407,1
1177,42,5338,1
1178,4382,5362,1
1179,9447,9912,1
1180,7562,9947,1
1181,6377,7027,1
1182,1297,5323,1
1183,9051,9190,1
1184,2171,3922,1
1185,6135,7513,1
1186,1559,9936,1
1187,4447,8820,1
1188,2420,3463,1
1189,1089,1092,1
1190,974,2458,1
1191,1059,8836,1
1192,1122,6631,1
1193,5805,7006,1
1194,4174,4493,1
1195,6052,9694,1
1196,2352,8985,1
1197,2536,7652,1
1198,5567,7547,1
1199,3236,7027,1
1200,937,9936,1
1201,4290,9678,1
1202,2169,7721,1
1203,5461,6491,1
1204,4609,8586,1
1205,4328,5420,1
1206,3922,6720,1
1207,1205,2911,1
1208,4158,9984,1
1209,2096,8192,1
1210,1095,3208,1
1211,2014,5338,1
1212,1736,4603,1
1213,3016,9008,1
1214,1640,3466,1
1215,2816,4001,1
1216,733,2078,1
1217,4542,5833,1
1218,6280,7777,1
1219,1544,1923,1
1220,3712,8448,1
1221,7126,7598,1
1222,473,685,1
1223,5506,7932,1
1224,73,893,1
1225,8530,8622,1
1226,2506,3792,1
1227,1965,5111,1
1228,430,1280,1
1229,6686,7104,1
1230,4565,4638,1
1231,2530,8759,1
1232,3830,7499,1
1233,1579,3922,1
1234,5935,8357,1
1235,710,2273,1
1236,1655,9181,1
1237,953,1407,1
1238,2281,8808,1
1239,3508,8441,1
1240,2281,8172,1
1241,2635,5085,1
1242,740,2137,1
1243,9553,9721,1
1244,7976,9006,1
1245,8834,9065,1
1246,1654,5917,1
1247,2431,9075,1
1248,5725,6571,1
1249,4772,7006,1
1250,8993,9181,1
1251,1032,7712,1
1252,6242,9677,1
1253,378,7897,1
1254,7006,7923,1
1255,7292,7447,1
1256,5300,7707,1
1257,393,8379,1
1258,6645,8767,1
1259,3031,9688,1
1260,3153,6712,1
1261,2255,3300,1
1262,3712,6525,1
1263,6866,7721,1
1264,7317,7528,1
1265,5187,7712,1
1266,8180,9395,1
1267,9361,9434,1
1268,740,2475,1
1269,2780,6229,1
1270,1464,3712,1
1271,88,6787,1
1272,1851,6400,1
1273,902,5725,1
1274,3496,9239,1
1275,1578,9678,1
1276,2176,6570,1
1277,1536,5832,1
1278,4937,5199,1
1279,3658,9532,1
1280,21,1315,1
1281,159,7775,1
1282,5062,7018,1
1283,831,7431,1
1284,1815,5323,1
1285,3536,9633,1
1286,974,2447,1
1287,2319,2720,1
1288,1297,7825,1
1289,159,1418,1
1290,2078,4963,1
1291,3006,5449,1
1292,2152,6772,1
1293,2442,8341,1
1294,3491,9706,1
1295,6645,9222,1
1296,5796,9780,1
1297,2078,4817,1
1298,1501,5161,1
1299,1282,3572,1
1300,3712,8442,1
1301,6052,7195,1
1302,388,2078,1
1303,94,8679,1
1304,3153,6486,1
1305,618,2121,1
1306,6263,7442,1
1307,8093,8190,1
1308,694,1837,1
1309,5865,8847,1
1310,205,2078,1
1311,2420,3703,1
1312,3922,5475,1
1313,1331,7530,1
1314,3943,7317,1
1315,6528,8613,1
1316,3625,5991,1
1317,3361,6843,1
1318,1526,7403,1
1319,2597,7027,1
1320,2177,7027,1
1321,823,4165,1
1322,3637,9620,1
1323,5258,6280,1
1324,4675,6631,1
1325,4128,8679,1
1326,736,5300,1
1327,6797,9553,1
1328,6059,9306,1
1329,6538,8637,1
1330,8794,9920,1
1331,101,2270,1
1332,6017,9727,1
1333,452,6666,1
1334,352,1075,1
1335,7976,9227,1
1336,1979,3016,1
1337,2194,4894,1
1338,6124,7597,1
1339,6229,8518,1
1340,899,9727,1
1341,3416,9248,1
1342,3113,5561,1
1343,5107,8157,1
1344,4130,6624,1
1345,2078,3390,1
1346,2118,9947,1
1347,3942,4370,1
1348,3039,7104,1
1349,2349,3990,1
1350,741,4847,1
1351,2471,9051,1
1352,56,1900,1
1353,2078,9063,1
1354,2402,2436,1
1355,3546,7860,1
1356,7769,9719,1
1357,73,8131,1
1358,1164,5431,1
1359,2594,6546,1
1360,2653,5208,1
1361,2909,5823,1
1362,73,4675,1
1363,904,1841,1
1364,492,3822,1
1365,753,7145,1
1366,3890,7027,1
1367,6127,9008,1
1368,3521,5234,1
1369,1030,3351,1
1370,2635,5634,1
1371,2810,5615,1
1372,1797,7797,1
1373,409,4772,1
1374,1151,9201,1
1375,10,6229,1
1376,5861,5933,1
1377,4158,6386,1
1378,3016,4946,1
1379,3427,3712,1
1380,4698,9239,1
1381,8219,9051,1
1382,2791,8847,1
